Input	Match type	Approved symbol	Approved name	HGNC ID	Location
C8orf55	Previous symbol	THEM6	thioesterase superfamily member 6	HGNC:29656	8q24.3
C8orf73	Previous symbol	MROH6	maestro heat like repeat family member 6	HGNC:27814	8q24.3
C8orf79	Previous symbol	KIAA1456	KIAA1456	HGNC:26725	8p22
C8orf80	Previous symbol	NUGGC	nuclear GTPase, germinal center associated	HGNC:33550	8p21.1
C8orf83	Previous symbol	TRIQK	triple QxxK/R motif containing	HGNC:27828	8q22.1
C8orf84	Previous symbol	SBSPON	somatomedin B and thrombospondin type 1 domain containing	HGNC:30362	8q21.11
C8orf85	Previous symbol	AARD	alanine and arginine rich domain containing protein	HGNC:33842	8q24.11
C9orf100	Previous symbol	ARHGEF39	Rho guanine nucleotide exchange factor 39	HGNC:25909	9p13.3
C9orf102	Previous symbol	ERCC6L2	excision repair cross-complementation group 6 like 2	HGNC:26922	9q22.32
C9orf103	Previous symbol	IDNK	idnK, gluconokinase homolog (E. coli)	HGNC:31367	9q21.32
C9orf11	Previous symbol	EQTN	equatorin	HGNC:1359	9p21
C9orf117	Previous symbol	CFAP157	cilia and flagella associated protein 157	HGNC:27843	9q34.11
C9orf119	Previous symbol	SWI5	SWI5 homologous recombination repair protein	HGNC:31412	9q34.13
C9orf123	Previous symbol	TMEM261	transmembrane protein 261	HGNC:30536	9p24.1
C9orf125	Previous symbol	TMEM246	transmembrane protein 246	HGNC:28180	9q31.1
C9orf128	Previous symbol	FAM221B	family with sequence similarity 221 member B	HGNC:30762	9p13.3
C9orf140	Previous symbol	SAPCD2	suppressor APC domain containing 2	HGNC:28055	9q34.3
C9orf150	Previous symbol	LURAP1L	leucine rich adaptor protein 1 like	HGNC:31452	9p22.3
C9orf156	Previous symbol	TRMO	tRNA methyltransferase O	HGNC:30967	9q31.1
C9orf167	Previous symbol	TOR4A	torsin family 4 member A	HGNC:25981	9q34.3
C9orf169	Previous symbol	CYSRT1	cysteine rich tail 1	HGNC:30529	9q34.3
C9orf171	Previous symbol	CFAP77	cilia and flagella associated protein 77	HGNC:33776	9q34.13
C9orf21	Previous symbol	AAED1	AhpC/TSA antioxidant enzyme domain containing 1	HGNC:16881	9q22.32
C9orf23	Previous symbol	RPP25L	ribonuclease P/MRP subunit p25 like	HGNC:19909	9p11.2
C9orf25	Previous symbol	FAM219A	family with sequence similarity 219 member A	HGNC:19920	9p11.2
C9orf30	Previous symbol	MSANTD3	Myb/SANT DNA binding domain containing 3	HGNC:23370	9q31.1
C9orf37	Previous symbol	ARRDC1-AS1	ARRDC1 antisense RNA 1	HGNC:23395	9q34.3
C9orf4	Previous symbol	FRRS1L	ferric chelate reductase 1 like	HGNC:1362	9q31.3
C9orf41	Previous symbol	CARNMT1	carnosine N-methyltransferase 1	HGNC:23435	9q21.31
C9orf46	Previous symbol	PLGRKT	plasminogen receptor, C-terminal lysine transmembrane protein	HGNC:23633	9p24.1
C9orf5	Previous symbol	TMEM245	transmembrane protein 245	HGNC:1363	9q31
C9orf6	Previous symbol	FAM206A	family with sequence similarity 206 member A	HGNC:1364	9q31
C9orf68	Previous symbol	SPATA6L	spermatogenesis associated 6 like	HGNC:25472	9p24.2
C9orf7	Previous symbol	CACFD1	calcium channel flower domain containing 1	HGNC:1365	9q34
C9orf71	Previous symbol	TMEM252	transmembrane protein 252	HGNC:28537	9q21.13
C9orf79	Previous symbol	SPATA31E1	SPATA31 subfamily E, member 1	HGNC:26672	9q22.1-q22.2
C9orf80	Previous symbol	INIP	INTS3 and NABP interacting protein	HGNC:24994	9q32
C9orf82	Previous symbol	CAAP1	caspase activity and apoptosis inhibitor 1	HGNC:25834	9p21.2
C9orf86	Previous symbol	RABL6	RAB, member RAS oncogene family-like 6	HGNC:24703	9q34.3
C9orf89	Previous symbol	CARD19	caspase recruitment domain family member 19	HGNC:28148	9q22.32
C9orf93	Previous symbol	CCDC171	coiled-coil domain containing 171	HGNC:29828	9p22.2
C9orf95	Previous symbol	NMRK1	nicotinamide riboside kinase 1	HGNC:26057	9q21.31
C9orf96	Previous symbol	STKLD1	serine/threonine kinase-like domain containing 1	HGNC:28669	9q34.2
C9orf98	Previous symbol	AK8	adenylate kinase 8	HGNC:26526	9q34.13
CABC1	Previous symbol	ADCK3	aarF domain containing kinase 3	HGNC:16812	1q42.11
CAMSAP1L1	Previous symbol	CAMSAP2	calmodulin regulated spectrin associated protein family member 2	HGNC:29188	1q32
CARKD	Previous symbol	NAXD	NAD(P)HX dehydratase	HGNC:25576	13q34
CBARA1	Previous symbol	MICU1	mitochondrial calcium uptake 1	HGNC:1530	10q22.1
CCBP2	Previous symbol	ACKR2	atypical chemokine receptor 2	HGNC:1565	3p21.3
CCDC101	Previous symbol	SGF29	SAGA complex associated factor 29	HGNC:25156	16p11.2
CCDC104	Previous symbol	CFAP36	cilia and flagella associated protein 36	HGNC:30540	2p16.1
CCDC108	Previous symbol	CFAP65	cilia and flagella associated protein 65	HGNC:25325	2q35
CCDC109A	Previous symbol	MCU	mitochondrial calcium uniporter	HGNC:23526	10q22.2
CCDC11	Previous symbol	CFAP53	cilia and flagella associated protein 53	HGNC:26530	18q21.1
CCDC111	Previous symbol	PRIMPOL	primase and DNA directed polymerase	HGNC:26575	4q35.1
CCDC123	Previous symbol	CEP89	centrosomal protein 89	HGNC:25907	19q13.11
CCDC132	Previous symbol	VPS50	VPS50, EARP/GARPII complex subunit	HGNC:25956	7q21.3
CCDC135	Previous symbol	DRC7	dynein regulatory complex subunit 7	HGNC:25289	16q13
CCDC147	Previous symbol	CFAP58	cilia and flagella associated protein 58	HGNC:26676	10q25.1
CCDC19	Previous symbol	CFAP45	cilia and flagella associated protein 45	HGNC:17229	1q23.2
CCDC21	Previous symbol	CEP85	centrosomal protein 85	HGNC:25309	1p36.11
CCDC23	Previous symbol	SVBP	small vasohibin binding protein	HGNC:29204	1p34.2
CCDC37	Previous symbol	CFAP100	cilia and flagella associated protein 100	HGNC:26842	3q21.2
CCDC41	Previous symbol	CEP83	centrosomal protein 83	HGNC:17966	12q22
CCDC42B	Previous symbol	CFAP73	cilia and flagella associated protein 73	HGNC:37100	12q24.13
CCDC45	Previous symbol	CEP95	centrosomal protein 95	HGNC:25141	17q24.1
CCDC46	Previous symbol	CEP112	centrosomal protein 112	HGNC:28514	17q24.2
CCDC48	Previous symbol	EFCC1	EF-hand and coiled-coil domain containing 1	HGNC:25692	3q21.3
CCDC52	Previous symbol	SPICE1	spindle and centriole associated protein 1	HGNC:25083	3q13.2
CCDC55	Previous symbol	NSRP1	nuclear speckle splicing regulatory protein 1	HGNC:25305	17q11.2
CCDC56	Previous symbol	COA3	cytochrome c oxidase assembly factor 3	HGNC:24990	17q21.31
CCDC72	Previous symbol	TMA7	translation machinery associated 7 homolog	HGNC:26932	3p21.31
CCDC75	Previous symbol	GPATCH11	G-patch domain containing 11	HGNC:26768	2p22.2
CCDC76	Previous symbol	TRMT13	tRNA methyltransferase 13 homolog	HGNC:25502	1p21.2
CCDC90A	Previous symbol	MCUR1	mitochondrial calcium uniporter regulator 1	HGNC:21097	6p23
CCDC99	Previous symbol	SPDL1	spindle apparatus coiled-coil protein 1	HGNC:26010	5q35.1
CCNL1	Previous symbol	MCM2	minichromosome maintenance complex component 2	HGNC:6944	3q21
CCRL1	Previous symbol	ACKR4	atypical chemokine receptor 4	HGNC:1611	3q22
CCRN4L	Previous symbol	NOCT	nocturnin	HGNC:14254	4q31.1
CD97	Previous symbol	ADGRE5	adhesion G protein-coupled receptor E5	HGNC:1711	19p13.12
CDH3	Previous symbol	CDH15	cadherin 15	HGNC:1754	16q24.3
CENPC1	Previous symbol	CENPC	centromere protein C	HGNC:1854	4q13.2
CEP110	Previous symbol	CNTRL	centriolin	HGNC:1858	9q33.2
CES7	Previous symbol	CES5A	carboxylesterase 5A	HGNC:26459	16q13
CES8	Previous symbol	CES4A	carboxylesterase 4A	HGNC:26741	16q22.1
CGB	Previous symbol	CGB3	chorionic gonadotropin beta subunit 3	HGNC:1886	19q13.33
CHCHD8	Previous symbol	COA4	cytochrome c oxidase assembly factor 4 homolog	HGNC:24604	11q13.4
CIRH1A	Previous symbol	UTP4	UTP4, small subunit processome component	HGNC:1983	16q22
CNIH	Previous symbol	CNIH1	cornichon family AMPA receptor auxiliary protein 1	HGNC:19431	14q22.1
CNO	Previous symbol	BLOC1S4	biogenesis of lysosomal organelles complex 1 subunit 4	HGNC:24206	4p16.1
COBRA1	Previous symbol	NELFB	negative elongation factor complex member B	HGNC:24324	9q34
COPG	Previous symbol	COPG1	coatomer protein complex subunit gamma 1	HGNC:2236	3q21.3
COX4NB	Previous symbol	EMC8	ER membrane protein complex subunit 8	HGNC:7864	16q24
CPO	Previous symbol	CPOX	coproporphyrinogen oxidase	HGNC:2321	3q12
CRAMP1L	Previous symbol	CRAMP1	cramped chromatin regulator homolog 1	HGNC:14122	16p13.3
CSDA	Previous symbol	YBX3	Y-box binding protein 3	HGNC:2428	12p13.1
CT45A4	Previous symbol	CT45A3	cancer/testis antigen family 45, member A3	HGNC:33268	Xq26.3
CTAGE6P	Previous symbol	CTAGE6	CTAGE family member 6	HGNC:28644	7q35
CTPS	Previous symbol	CTPS1	CTP synthase 1	HGNC:2519	1p34.1
CTSL1	Previous symbol	CTSL	cathepsin L	HGNC:2537	9q21.33
CTSL2	Previous symbol	CTSV	cathepsin V	HGNC:2538	9q22.33
CTSO	Previous symbol	CTSK	cathepsin K	HGNC:2536	1q21
CXCR7	Previous symbol	ACKR3	atypical chemokine receptor 3	HGNC:23692	2q37.3
CXorf1	Previous symbol	TMEM257	transmembrane protein 257	HGNC:2562	Xq27.3
CXorf22	Previous symbol	CFAP47	cilia and flagella associated protein 47	HGNC:26708	Xp21.1
CXorf26	Previous symbol	PBDC1	polysaccharide biosynthesis domain containing 1	HGNC:28790	Xq13.2
CXorf27	Previous symbol	HYPM	huntingtin interacting protein M	HGNC:18417	Xp21.1
CXorf30	Previous symbol	CFAP47	cilia and flagella associated protein 47	HGNC:26708	Xp21.1
CXorf41	Previous symbol	PIH1D3	PIH1 domain containing 3	HGNC:28570	Xq22.3
CXorf48	Previous symbol	CT55	cancer/testis antigen 55	HGNC:26047	Xq26.3
CXorf51	Previous symbol	CXorf51A	chromosome X open reading frame 51A	HGNC:30533	Xq27.3
CXorf59	Previous symbol	CFAP47	cilia and flagella associated protein 47	HGNC:26708	Xp21.1
CXorf61	Previous symbol	CT83	cancer/testis antigen 83	HGNC:33494	Xq23
CXorf64	Previous symbol	PRR32	proline rich 32	HGNC:34498	Xq25
CYBASC3	Previous symbol	CYB561A3	cytochrome b561 family member A3	HGNC:23014	11q12.2
CYorf15A	Previous symbol	TXLNGY	taxilin gamma pseudogene, Y-linked	HGNC:18473	Yq11.222
CYorf15B	Previous symbol	TXLNGY	taxilin gamma pseudogene, Y-linked	HGNC:18473	Yq11.222
DAK	Previous symbol	TKFC	triokinase and FMN cyclase	HGNC:24552	11q12.2
DARC	Previous symbol	ACKR1	atypical chemokine receptor 1 (Duffy blood group)	HGNC:4035	1q21-q22
DBC1	Previous symbol	BRINP1	BMP/retinoic acid inducible neural specific 1	HGNC:2687	9q32-q33
DCI	Previous symbol	ECI1	enoyl-CoA delta isomerase 1	HGNC:2703	16p13.3
DDX26B	Previous symbol	INTS6L	integrator complex subunit 6 like	HGNC:27334	Xq26
DDX39	Previous symbol	DDX39A	DEAD-box helicase 39A	HGNC:17821	19p13.12
DEM1	Previous symbol	EXO5	exonuclease 5	HGNC:26115	1p34.2
DEPDC6	Previous symbol	DEPTOR	DEP domain containing MTOR-interacting protein	HGNC:22953	8q24.12
DHDPSL	Previous symbol	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1	HGNC:25155	10q24.1
DIMT1L	Previous symbol	DIMT1	DIM1 dimethyladenosine transferase 1 homolog	HGNC:30217	5q12.1
DLG2	Previous symbol	MPP2	membrane palmitoylated protein 2	HGNC:7220	17q21.31
DLG3	Previous symbol	MPP3	membrane palmitoylated protein 3	HGNC:7221	17q12-q21
DLG4	Previous symbol	LLGL1	LLGL1, scribble cell polarity complex component	HGNC:6628	17p11.2
DOM3Z	Previous symbol	DXO	decapping exoribonuclease	HGNC:2992	6p21.3
DPH3B	Previous symbol	DPH3P1	diphthamide biosynthesis 3 pseudogene 1	HGNC:16136	20q13.33
DSC3	Previous symbol	DSC2	desmocollin 2	HGNC:3036	18q12.1
DSCR6	Previous symbol	RIPPLY3	ripply transcriptional repressor 3	HGNC:3047	21q22.2
DULLARD	Previous symbol	CTDNEP1	CTD nuclear envelope phosphatase 1	HGNC:19085	17p13
DUS2L	Previous symbol	DUS2	dihydrouridine synthase 2	HGNC:26014	16q22.1
DUX4	Previous symbol	DUX4L1	double homeobox 4 like 1	HGNC:3082	4q35.2
DYSFIP1	Previous symbol	PPP1R27	protein phosphatase 1 regulatory subunit 27	HGNC:16813	17q25.3
EFCAB4A	Previous symbol	CRACR2B	calcium release activated channel regulator 2B	HGNC:28703	11p15.5
EFCAB4B	Previous symbol	CRACR2A	calcium release activated channel regulator 2A	HGNC:28657	12p13.32
EFHA1	Previous symbol	MICU2	mitochondrial calcium uptake 2	HGNC:31830	13q12.11
EFHA2	Previous symbol	MICU3	mitochondrial calcium uptake family member 3	HGNC:27820	8p22
EFTUD1	Previous symbol	EFL1	elongation factor like GTPase 1	HGNC:25789	15q25.2
EIF2C1	Previous symbol	AGO1	argonaute 1, RISC catalytic component	HGNC:3262	1p34.3
EIF2C2	Previous symbol	AGO2	argonaute 2, RISC catalytic component	HGNC:3263	8q24.3
EIF2C3	Previous symbol	AGO3	argonaute 3, RISC catalytic component	HGNC:18421	1p34
EIF2C4	Previous symbol	AGO4	argonaute 4, RISC catalytic component	HGNC:18424	1p34
EIF3A	Previous symbol	EIF6	eukaryotic translation initiation factor 6	HGNC:6159	20q11.2
ELTD1	Previous symbol	ADGRL4	adhesion G protein-coupled receptor L4	HGNC:20822	1p33-p32
EMID2	Previous symbol	COL26A1	collagen type XXVI alpha 1	HGNC:18038	7q22.1
EMILIN3	Previous symbol	MMRN2	multimerin 2	HGNC:19888	10q23.31
EMR1	Previous symbol	ADGRE1	adhesion G protein-coupled receptor E1	HGNC:3336	19p13.3
EMR2	Previous symbol	ADGRE2	adhesion G protein-coupled receptor E2	HGNC:3337	19p13.12
EMR3	Previous symbol	ADGRE3	adhesion G protein-coupled receptor E3	HGNC:23647	19p13.12
EPB49	Previous symbol	DMTN	dematin actin binding protein	HGNC:3382	8p21.1
ERBB2IP	Previous symbol	ERBIN	erbb2 interacting protein	HGNC:15842	5p14.3-q12.3
ERF	Previous symbol	ETF1	eukaryotic translation termination factor 1	HGNC:3477	5q31.2
ERO1L	Previous symbol	ERO1A	endoplasmic reticulum oxidoreductase alpha	HGNC:13280	14q22.1
ERO1LB	Previous symbol	ERO1B	endoplasmic reticulum oxidoreductase beta	HGNC:14355	1q42.2-q43
ERV3	Previous symbol	ERV3-1	endogenous retrovirus group 3 member 1	HGNC:3454	7p12-q11
EXOC3L	Previous symbol	EXOC3L1	exocyst complex component 3 like 1	HGNC:27540	16q22.1
FAIM3	Previous symbol	FCMR	Fc fragment of IgM receptor	HGNC:14315	1q32.1
FAM100A	Previous symbol	UBALD1	UBA like domain containing 1	HGNC:29576	16p13.3
FAM100B	Previous symbol	UBALD2	UBA like domain containing 2	HGNC:28438	17q25.1
FAM105B	Previous symbol	OTULIN	OTU deubiquitinase with linear linkage specificity	HGNC:25118	5p15.2
FAM108A1	Previous symbol	ABHD17A	abhydrolase domain containing 17A	HGNC:28756	19p13.3
FAM108B1	Previous symbol	ABHD17B	abhydrolase domain containing 17B	HGNC:24278	9q21.2
FAM108C1	Previous symbol	ABHD17C	abhydrolase domain containing 17C	HGNC:26925	15q25.1
FAM113A	Previous symbol	PCED1A	PC-esterase domain containing 1A	HGNC:16212	20p13
FAM113B	Previous symbol	PCED1B	PC-esterase domain containing 1B	HGNC:28255	12q13.11
FAM115A	Previous symbol	TCAF1	TRPM8 channel associated factor 1	HGNC:22201	7q35
FAM115C	Previous symbol	TCAF2	TRPM8 channel associated factor 2	HGNC:26878	7q35
FAM116A	Previous symbol	DENND6A	DENN domain containing 6A	HGNC:26635	3p14.3
FAM116B	Previous symbol	DENND6B	DENN domain containing 6B	HGNC:32690	22q13.33
FAM119A	Previous symbol	METTL21A	methyltransferase like 21A	HGNC:30476	2q33.3
FAM119B	Previous symbol	METTL21B	methyltransferase like 21B	HGNC:24936	12q14.1
FAM123A	Previous symbol	AMER2	APC membrane recruitment protein 2	HGNC:26360	13q12.13
FAM123B	Previous symbol	AMER1	APC membrane recruitment protein 1	HGNC:26837	Xq11.1
FAM123C	Previous symbol	AMER3	APC membrane recruitment protein 3	HGNC:26771	2q21.1
FAM125A	Previous symbol	MVB12A	multivesicular body subunit 12A	HGNC:25153	19p13.11
FAM125B	Previous symbol	MVB12B	multivesicular body subunit 12B	HGNC:23368	9q34.12
FAM128A	Previous symbol	MZT2A	mitotic spindle organizing protein 2A	HGNC:33187	2q21.1
FAM128B	Previous symbol	MZT2B	mitotic spindle organizing protein 2B	HGNC:25886	2q21.1
FAM136B	Previous symbol	FAM136BP	family with sequence similarity 136 member B, pseudogene	HGNC:21110	6p25.2
FAM154A	Previous symbol	SAXO1	stabilizer of axonemal microtubules 1	HGNC:28566	9p22.1
FAM154B	Previous symbol	SAXO2	stabilizer of axonemal microtubules 2	HGNC:33727	15q25.2
FAM158A	Previous symbol	EMC9	ER membrane protein complex subunit 9	HGNC:20273	14q12
FAM164A	Previous symbol	ZC2HC1A	zinc finger C2HC-type containing 1A	HGNC:24277	8q21.11
FAM164C	Previous symbol	ZC2HC1C	zinc finger C2HC-type containing 1C	HGNC:20354	14q24.3
FAM165B	Previous symbol	SMIM11A	small integral membrane protein 11A	HGNC:1293	21q22.12
FAM176A	Previous symbol	EVA1A	eva-1 homolog A, regulator of programmed cell death	HGNC:25816	2p12
FAM176B	Previous symbol	EVA1B	eva-1 homolog B (C. elegans)	HGNC:25558	1p34.3
FAM178A	Previous symbol	SLF2	SMC5-SMC6 complex localization factor 2	HGNC:17814	10q24.31
FAM18A	Previous symbol	TVP23A	trans-golgi network vesicle protein 23 homolog A	HGNC:20398	16p13.3
FAM18B	Previous symbol	TVP23B	trans-golgi network vesicle protein 23 homolog B (S. cerevisiae)	HGNC:20399	17p11.2
FAM18B2	Previous symbol	TVP23C	trans-golgi network vesicle protein 23 homolog C (S. cerevisiae)	HGNC:30453	17p12
FAM190A	Previous symbol	CCSER1	coiled-coil serine rich protein 1	HGNC:29349	4q22.1
FAM190B	Previous symbol	CCSER2	coiled-coil serine rich protein 2	HGNC:29197	10q23.1
FAM194A	Previous symbol	ERICH6	glutamate rich 6	HGNC:28602	3q25.1
FAM194B	Previous symbol	ERICH6B	glutamate rich 6B	HGNC:26523	13q14.13
FAM21B	Previous symbol	FAM21A	family with sequence similarity 21 member A	HGNC:23416	10q11.23
FAM22A	Previous symbol	NUTM2A	NUT family member 2A	HGNC:23438	10q23.2
FAM22D	Previous symbol	NUTM2D	NUT family member 2D	HGNC:23447	10q23.31
FAM22F	Previous symbol	NUTM2F	NUT family member 2F	HGNC:23450	9q22.32
FAM22G	Previous symbol	NUTM2G	NUT family member 2G	HGNC:23449	9q22.33
FAM23A	Previous symbol	TMEM236	transmembrane protein 236	HGNC:23473	10p12.33
FAM25B	Previous symbol	FAM25BP	family with sequence similarity 25 member B, pseudogene	HGNC:23584	10q11.22
FAM36A	Previous symbol	COX20	COX20 cytochrome c oxidase assembly factor	HGNC:26970	1q44
FAM38A	Previous symbol	PIEZO1	piezo type mechanosensitive ion channel component 1	HGNC:28993	16q24.3
FAM38B	Previous symbol	PIEZO2	piezo type mechanosensitive ion channel component 2	HGNC:26270	18p11.21
FAM40A	Previous symbol	STRIP1	striatin interacting protein 1	HGNC:25916	1p13.3
FAM40B	Previous symbol	STRIP2	striatin interacting protein 2	HGNC:22209	7q32.3
FAM48A	Previous symbol	SUPT20H	SPT20 homolog, SAGA complex component	HGNC:20596	13q13
FAM48B1	Previous symbol	SUPT20HL1	SPT20 homolog, SAGA complex component-like 1	HGNC:30773	Xp22.11
FAM48B2	Previous symbol	SUPT20HL2	SPT20 homolog, SAGA complex component-like 2	HGNC:31797	Xp22.11
FAM54A	Previous symbol	MTFR2	mitochondrial fission regulator 2	HGNC:21115	6q23.2
FAM54B	Previous symbol	MTFR1L	mitochondrial fission regulator 1 like	HGNC:28836	1p36.11
FAM55A	Previous symbol	NXPE1	neurexophilin and PC-esterase domain family member 1	HGNC:28527	11q23.2
FAM55B	Previous symbol	NXPE2	neurexophilin and PC-esterase domain family member 2	HGNC:26331	11q23.2
FAM55C	Previous symbol	NXPE3	neurexophilin and PC-esterase domain family member 3	HGNC:28238	3q12.3
FAM55D	Previous symbol	NXPE4	neurexophilin and PC-esterase domain family member 4	HGNC:23117	11q23.3
FAM58B	Previous symbol	FAM58BP	family with sequence similarity 58 member B, pseudogene	HGNC:27373	1q32.1
FAM59A	Previous symbol	GAREM1	GRB2 associated regulator of MAPK1 subtype 1	HGNC:26136	18q12.1
FAM59B	Previous symbol	GAREM2	GRB2 associated regulator of MAPK1 subtype 2	HGNC:27172	2p23.3
FAM5B	Previous symbol	BRINP2	BMP/retinoic acid inducible neural specific 2	HGNC:13746	1q24
FAM5C	Previous symbol	BRINP3	BMP/retinoic acid inducible neural specific 3	HGNC:22393	1q31.1
FAM70A	Previous symbol	TMEM255A	transmembrane protein 255A	HGNC:26086	Xq24
FAM70B	Previous symbol	TMEM255B	transmembrane protein 255B	HGNC:28297	13q34
FAM75A1	Previous symbol	SPATA31A1	SPATA31 subfamily A, member 1	HGNC:23394	9p12
FAM75A2	Previous symbol	SPATA31A1	SPATA31 subfamily A, member 1	HGNC:23394	9p12
FAM75A3	Previous symbol	SPATA31A3	SPATA31 subfamily A, member 3	HGNC:32003	9p12
FAM75A5	Previous symbol	SPATA31A5	SPATA31 subfamily A, member 5	HGNC:32005	9p12
FAM75A6	Previous symbol	SPATA31A6	SPATA31 subfamily A, member 6	HGNC:32006	9p11.2
FAM75A7	Previous symbol	SPATA31A7	SPATA31 subfamily A, member 7	HGNC:32007	9q12
FAM75C1	Previous symbol	SPATA31C1	SPATA31 subfamily C, member 1	HGNC:27846	9q22.1
FAM82A1	Previous symbol	RMDN2	regulator of microtubule dynamics 2	HGNC:26567	2p22.2
FAM82A2	Previous symbol	RMDN3	regulator of microtubule dynamics 3	HGNC:25550	15q15.1
FAM82B	Previous symbol	RMDN1	regulator of microtubule dynamics 1	HGNC:24285	8q21.3
FAM86A	Previous symbol	EEF2KMT	eukaryotic elongation factor 2 lysine methyltransferase	HGNC:32221	16p13.3
FAM86C	Previous symbol	FAM86C1	family with sequence similarity 86 member C1	HGNC:25561	11q13.4
FAM90A10	Previous symbol	FAM90A10P	family with sequence similarity 90 member A10, pseudogene	HGNC:32258	8p23.1
FAM90A13	Previous symbol	FAM90A13P	family with sequence similarity 90 member A13, pseudogene	HGNC:32261	8p23.1
FAM90A14	Previous symbol	FAM90A14P	family with sequence similarity 90 member A14, pseudogene	HGNC:32262	8p23.1
FAM90A18	Previous symbol	FAM90A18P	family with sequence similarity 90 member A18, pseudogene	HGNC:32266	8p23.1
FAM90A19	Previous symbol	FAM90A19P	family with sequence similarity 90 member A19, pseudogene	HGNC:32267	8p23.1
FAM90A20	Previous symbol	FAM90A20P	family with sequence similarity 90 member A20, pseudogene	HGNC:32268	8p23.1
FAM90A5	Previous symbol	FAM90A5P	family with sequence similarity 90 member A5, pseudogene	HGNC:32253	8p23.1
FAM90A7	Previous symbol	FAM90A7P	family with sequence similarity 90 member A7, pseudogene	HGNC:32255	8p23.1
FAM90A8	Previous symbol	FAM90A8P	family with sequence similarity 90 member A8, pseudogene	HGNC:32256	8p23.1
FAM90A9	Previous symbol	FAM90A9P	family with sequence similarity 90 member A9, pseudogene	HGNC:32257	8p23.1
FMO2	Previous symbol	FMO4	flavin containing monooxygenase 4	HGNC:3772	1q24.3
FOLR4	Previous symbol	IZUMO1R	IZUMO1 receptor, JUNO	HGNC:32565	11q14
FOXD4L2	Previous symbol	FOXD4L4	forkhead box D4-like 4	HGNC:23762	9q13
FTSJD1	Previous symbol	CMTR2	cap methyltransferase 2	HGNC:25635	16q22.2
FTSJD2	Previous symbol	CMTR1	cap methyltransferase 1	HGNC:21077	6p21.2
FXC1	Previous symbol	TIMM10B	translocase of inner mitochondrial membrane 10 homolog B (yeast)	HGNC:4022	11p15.4
GABPB1	Previous symbol	GABPAP	GA binding protein transcription factor alpha subunit pseudogene	HGNC:4072	7q11.2
GABPB2	Previous symbol	GABPB1	GA binding protein transcription factor beta subunit 1	HGNC:4074	15q21.2
GALNTL1	Previous symbol	GALNT16	polypeptide N-acetylgalactosaminyltransferase 16	HGNC:23233	14q24.1
GALNTL2	Previous symbol	GALNT15	polypeptide N-acetylgalactosaminyltransferase 15	HGNC:21531	3p25.1
GALNTL4	Previous symbol	GALNT18	polypeptide N-acetylgalactosaminyltransferase 18	HGNC:30488	11p15
GATSL1	Previous symbol	GATSL2	GATS protein-like 2	HGNC:37073	7q11.23
GCET2	Previous symbol	GCSAM	germinal center associated signaling and motility	HGNC:20253	3q13.13
GCFC1	Previous symbol	PAXBP1	PAX3 and PAX7 binding protein 1	HGNC:13579	21q22.11
GCN1L1	Previous symbol	GCN1	GCN1, eIF2 alpha kinase activator homolog	HGNC:4199	12q24.23
GIYD1	Previous symbol	SLX1A	SLX1 homolog A, structure-specific endonuclease subunit	HGNC:20922	16p11.2
GIYD2	Previous symbol	SLX1B	SLX1 homolog B, structure-specific endonuclease subunit	HGNC:28748	16p11.2
GJA10	Previous symbol	GJA9	gap junction protein alpha 9	HGNC:19155	1p34
GJA9	Previous symbol	GJD2	gap junction protein delta 2	HGNC:19154	15q13.1
GJC1	Previous symbol	GJD3	gap junction protein delta 3	HGNC:19147	17q21.1
GLT25D1	Previous symbol	COLGALT1	collagen beta(1-O)galactosyltransferase 1	HGNC:26182	19p13.11
GLT25D2	Previous symbol	COLGALT2	collagen beta(1-O)galactosyltransferase 2	HGNC:16790	1q25
GLTPD1	Previous symbol	CPTP	ceramide-1-phosphate transfer protein	HGNC:28116	1p36.33
GNB2L1	Previous symbol	RACK1	receptor for activated C kinase 1	HGNC:4399	5q35.3
GOLGA2B	Previous symbol	GOLGA2P5	golgin A2 pseudogene 5	HGNC:25315	12q23.1
GPER	Previous symbol	GPER1	G protein-coupled estrogen receptor 1	HGNC:4485	7p22
GPR109A	Previous symbol	HCAR2	hydroxycarboxylic acid receptor 2	HGNC:24827	12q24.31
GPR109B	Previous symbol	HCAR3	hydroxycarboxylic acid receptor 3	HGNC:16824	12q24.31
GPR110	Previous symbol	ADGRF1	adhesion G protein-coupled receptor F1	HGNC:18990	6p21.1
GPR111	Previous symbol	ADGRF2	adhesion G protein-coupled receptor F2	HGNC:18991	6p12.3
GPR112	Previous symbol	ADGRG4	adhesion G protein-coupled receptor G4	HGNC:18992	Xq26.3
GPR113	Previous symbol	ADGRF3	adhesion G protein-coupled receptor F3	HGNC:18989	2p24.1
GPR114	Previous symbol	ADGRG5	adhesion G protein-coupled receptor G5	HGNC:19010	16q13
GPR115	Previous symbol	ADGRF4	adhesion G protein-coupled receptor F4	HGNC:19011	6p12.3
GPR116	Previous symbol	ADGRF5	adhesion G protein-coupled receptor F5	HGNC:19030	6p12.3
GPR120	Previous symbol	FFAR4	free fatty acid receptor 4	HGNC:19061	10q23.33
GPR123	Previous symbol	ADGRA1	adhesion G protein-coupled receptor A1	HGNC:13838	10q26
GPR124	Previous symbol	ADGRA2	adhesion G protein-coupled receptor A2	HGNC:17849	8p11.22
